drug_id,drug_name,atc_code
CID100004139,Methylene,V03AB17
CID100004139,Methylene,V04CG05
CID100004140,Methylergometrine,G02AB01
CID100004158,Methylphenidate,N06BA04
CID100004158,Methylphenidate,N06BA11
CID100004159,Methylprednisolone,D07AA01
CID100004159,Methylprednisolone,D10AA02
CID100004159,Methylprednisolone,H02AB04
CID100004160,Methyltestosterone,G03BA02
CID100004160,Methyltestosterone,G03EK01
CID100004163,Methysergide,N02CA04
CID100004168,Metoclopramide,A03FA01
CID100004170,Metolazone,C03BA08
CID100004171,Metoprolol,C07AB02
CID100004173,Metronidazole,A01AB17
CID100004173,Metronidazole,D06BX01
CID100004173,Metronidazole,G01AF01
CID100004173,Metronidazole,J01XD01
CID100004173,Metronidazole,P01AB01
CID100004174,Metyrapone,V04CD01
CID100004178,Mexiletine,C01BB02
CID100004184,Mianserin,N06AX03
CID100004189,Miconazole,A01AB09
CID100004189,Miconazole,A07AC01
CID100004189,Miconazole,D01AC02
CID100004189,Miconazole,G01AF04
CID100004189,Miconazole,J02AB01
CID100004189,Miconazole,S02AA13
CID100004192,Midazolam,N05CD08
CID100004195,Midodrine,C01CA17
CID100004196,Mifepristone,G03XB01
CID100004197,Milrinone,C01CE02
CID100004201,Minoxidil,C02DC01
CID100004201,Minoxidil,D11AX01
CID100004205,Mirtazapine,N06AX11
CID100004211,Mitotane,L01XX23
CID100004212,Mitoxantrone,L01DB07
CID100004235,Moclobemide,N06AG02
CID100004236,Modafinil,N06BA07
CID100004240,Mometasone,
CID100004248,Montelukast,R03DC03
CID100004253,Morphine,N02AA01
CID100004259,Moxifloxacin,J01MA14
CID100004259,Moxifloxacin,S01AX22
CID100004264,Mupirocin,D06AX09
CID100004264,Mupirocin,R01AX06
CID100004271,Mycophenolate,
CID100004272,Mycophenolic,L04AA06
CID100004274,Tetrofosmin,
CID100004409,Nabumetone,M01AX01
CID100004411,Nadolol,C07AA12
CID100004419,Nalbuphine,N02AF02
CID100004421,Nalidixic,J01MB02
CID100004422,Nalmefene,
CID100004425,Naloxone,V03AB15
CID100004428,Naltrexone,N07BB04
CID100004432,Nandrolone,
CID100004436,Naphazoline,R01AA08
CID100004436,Naphazoline,R01AB02
CID100004436,Naphazoline,S01GA01
CID100004440,Naratriptan,N02CC02
CID100004443,Nateglinide,A10BX03
CID100004449,Nefazodone,N06AX06
CID100004450,Nefopam,N02BG06
CID100004451,Nelfinavir,J05AE04
CID100004454,Neomycin,A01AB08
CID100004454,Neomycin,A07AA01
CID100004454,Neomycin,B05CA09
CID100004454,Neomycin,D06AX04
CID100004454,Neomycin,D09AA01
CID100004454,Neomycin,J01GB05
CID100004454,Neomycin,R01AX08
CID100004454,Neomycin,R02AB01
CID100004454,Neomycin,S01AA03
CID100004454,Neomycin,S01AA07
CID100004454,Neomycin,S02AA07
CID100004454,Neomycin,S03AA01
CID100004456,Neostigmine,N07AA01
CID100004456,Neostigmine,S01EB06
CID100004463,Nevirapine,J05AG01
CID100004473,Nicardipine,C08CA04
CID100004485,Nifedipine,C08CA05
CID100004493,Nilutamide,L02BB02
CID100004497,Nimodipine,C08CA06
CID100004499,Nisoldipine,C08CA07
CID100004506,Nitrazepam,N05CD02
CID100004509,Nitrofurantoin,J01XE01
CID100004510,Nitroglycerin,C01DA02
CID100004510,Nitroglycerin,C05AE01
CID100004513,Nizatidine,A02BA04
CID100004536,Norethisterone,G03AC01
CID100004536,Norethisterone,G03DC02
CID100004539,Norfloxacin,J01MA06
CID100004539,Norfloxacin,S01AX12
CID100004542,Levonorgestrel,G03AC03
CID100004543,Nortriptyline,N06AA10
CID100004547,Repaglinide,A10BX02
CID100004568,Nystatin,A07AA02
CID100004568,Nystatin,D01AA01
CID100004568,Nystatin,G01AA01
CID100004583,Ofloxacin,J01MA01
CID100004583,Ofloxacin,J01MA12
CID100004583,Ofloxacin,S01AX11
CID100004583,Ofloxacin,S01AX19
CID100004583,Ofloxacin,S02AA16
CID100004585,Olanzapine,N05AH03
CID100004594,Omeprazole,A02BC01
CID100004594,Omeprazole,A02BC05
CID100004595,Ondansetron,A04AA01
CID100004599,Orlistat,A08AB01
CID100004601,Orphenadrine,M03BC01
CID100004601,Orphenadrine,N04AB02
CID100004603,Oseltamivir,J05AH02
CID100004607,Oxacillin,J01CF04
CID100004609,Oxaliplatin,L01XA03
CID100004614,Oxaprozin,M01AE12
CID100004616,Oxazepam,N05BA04
CID100004623,Oxiconazole,D01AC11
CID100004623,Oxiconazole,G01AF17
CID100004631,Oxprenolol,C07AA02
CID100004634,Oxybutynin,G04BD04
CID100004635,Oxycodone,N02AA05
CID100004638,Oxymetholone,A14AA05
CID100004639,Oxymorphone,
CID100004649,Apas,J04AA01
CID100004649,Apas,J04AA02
CID100004666,Paclitaxel,L01CD01
CID100004673,Pamidronate,M05BA03
CID100004675,Pancuronium,M03AC01
CID100004678,Dexpanthenol,A11HA30
CID100004678,Dexpanthenol,D03AX03
CID100004678,Dexpanthenol,S01XA12
CID100004679,Pantoprazole,A02BC02
CID100004680,Papaverine,A03AD01
CID100004680,Papaverine,G04BE02
CID100004689,Paromomycin,A07AA06
CID100004691,Paroxetine,N06AB05
CID100004695,Isosulfan,
CID100004724,Penbutolol,C07AA23
CID100004725,Penciclovir,D06BB06
CID100004725,Penciclovir,J05AB13
CID100004727,D-Penicillamine,M01CC01
CID100004730,Penicillin,J01CE02
CID100004735,Pentamidine,
CID100004736,Pentazocine,N02AD01
CID100004737,Pentobarbital,N05CA01
CID100004739,Pentostatin,L01XX08
CID100004740,Pentoxifylline,C04AD03
CID100004745,Pergolide,N04BC02
CID100004746,Perhexiline,C08EX02
CID100004747,Propericiazine,N05AC01
CID100004748,Perphenazine,N05AB03
CID100004756,Phenylazo,G04BX06
CID100004763,Phenobarbital,N03AA02
CID100004768,Phenoxybenzamine,C04AX02
CID100004771,Phentermine,A08AA01
CID100004775,4-Pba,A16AX03
CID100004782,Phenylephrine,C01CA06
CID100004782,Phenylephrine,R01AA04
CID100004782,Phenylephrine,R01AB01
CID100004782,Phenylephrine,R01BA03
CID100004782,Phenylephrine,S01FB01
CID100004782,Phenylephrine,S01GA05
CID100004786,Phenylpropanolamine,A08AA07
CID100004786,Phenylpropanolamine,R01BA01
CID100004810,Moxonidine,C02AC05
CID100004811,Physostigmine,S01EB05
CID100004811,Physostigmine,V03AB19
CID100004812,Vitamin,B02BA01
CID100004819,Pilocarpine,N07AX01
CID100004819,Pilocarpine,S01EB01
CID100004828,Pindolol,C07AA03
CID100004829,Pioglitazone,A10BG03
CID100004834,Piperacillin,J01CA12
CID100004845,Pirbuterol,R03AC08
CID100004845,Pirbuterol,R03CC07
CID100004865,Podophyllotoxin,D06BB04
CID100004868,Polymyxin,A07AA05
CID100004868,Polymyxin,J01XB02
CID100004868,Polymyxin,S01AA18
CID100004868,Polymyxin,S02AA11
CID100004868,Polymyxin,S03AA03
CID100004870,Polythiazide,C03AA05
CID100004885,Pramipexole,N04BC05
CID100004889,Pravastatin,C10AA03
CID100004891,Praziquantel,P02BA01
CID100004893,Prazosin,C02CA01
CID100004894,Prednisolone,A07EA01
CID100004894,Prednisolone,C05AA04
CID100004894,Prednisolone,D07AA03
CID100004894,Prednisolone,D07XA02
CID100004894,Prednisolone,H02AB06
CID100004894,Prednisolone,R01AD02
CID100004894,Prednisolone,S01BA04
CID100004894,Prednisolone,S01CB02
CID100004894,Prednisolone,S02BA03
CID100004894,Prednisolone,S03BA02
CID100004895,Prednisolone,
CID100004896,Prednisolone,
CID100004900,Prednisone,A07EA03
CID100004900,Prednisone,H02AB07
CID100004906,Prilocaine,N01BB04
CID100004908,Primaquine,P01BA03
CID100004909,Primidone,N03AA03
CID100004911,Probenecid,M04AB01
CID100004913,Procainamide,C01BA02
CID100004914,Procaine,C05AD05
CID100004914,Procaine,N01BA02
CID100004914,Procaine,S01HA05
CID100004915,Procarbazine,L01XB01
CID100004917,Prochlorperazine,N05AB04
CID100004920,Progesterone,G03DA04
CID100004923,Proguanil,P01BB01
CID100004927,Promethazine,D04AA10
CID100004927,Promethazine,R06AD02
CID100004932,Propafenone,C01BC03
CID100004934,Propantheline,A03AB05
CID100004935,Proparacaine,S01HA04
CID100004943,Propofol,N01AX10
CID100004946,Propranolol,C07AA05
CID100004976,Protriptyline,N06AA11
CID100004989,Pyrantel,P02CC01
CID100004991,Pyridostigmine,N07AA02
CID100004992,Mepyramine,D04AA02
CID100004992,Mepyramine,R06AC01
CID100004993,Pyrimethamine,P01BD01
CID100004999,Quazepam,N05CD10
CID100005002,Quetiapine,N05AH04
CID100005005,Quinapril,C09AA06
CID100005029,Rabeprazole,A02BC04
CID100005029,Rabeprazole,M01AA05
CID100005029,Rabeprazole,M02AA03
CID100005032,Ephedrine,R01AA03
CID100005032,Ephedrine,R01AB05
CID100005032,Ephedrine,R01BA02
CID100005032,Ephedrine,R03CA02
CID100005032,Ephedrine,S01FB02
CID100005035,Raloxifene,G03XC01
CID100005038,Ramipril,C09AA05
CID100005039,Ranitidine,A02BA02
CID100005040,Rapamycin,L04AA10
CID100005051,Rescinnamine,C02AA01
CID100005052,Reserpine,C02AA02
CID100005064,Ribavirin,J05AB04
CID100005070,Riluzole,N07XX02
CID100005071,Rimantadine,J05AC02
CID100005073,Risperidone,N05AX08
CID100005076,Ritonavir,J05AE03
CID100005077,Rivastigmine,N06DA03
CID100005078,Rizatriptan,N02CC04
CID100005090,Rofecoxib,M01AH02
CID100005095,Ropinirole,N04BC04
CID100005106,Roxithromycin,J01FA06
CID100005152,Salmeterol,R03AC12
CID100005155,Stavudine,J05AF04
CID100005161,Salsalate,N02BA06
CID100005184,Scopolamine,A04AD01
CID100005184,Scopolamine,N05CM05
CID100005184,Scopolamine,S01FA02
CID100005193,Secobarbital,N05CA06
CID100005195,Deprenyl,N04BD01
CID100005203,Sertraline,N06AB06
CID100005206,Sevoflurane,N01AB08
CID100005210,Sibutramine,A08AA10
CID100005212,Sildenafil,G04BE03
CID100005214,Silver,D06BA01
CID100005215,Sulfadiazine,J01EC02
CID100005238,Sodium,V09FX04
CID100005245,Risedronate,M05BA07
CID100005248,Sodium,
CID100005253,Sotalol,C07AA07
CID100005257,Sparfloxacin,J01MA09
CID100005267,Spironolactone,C03DA01
CID100005291,Imatinib,L01XE01
CID100005297,Streptomycin,A07AA04
CID100005297,Streptomycin,J01GA01
CID100005300,Streptozotocin,L01AD04
CID100005311,Vorinostat,L01XX38
CID100005314,Succinylcholine,M03AB01
CID100005318,Sulconazole,D01AC09
CID100005320,Sulfacetamide,S01AB04
CID100005329,Sulfamethoxazole,J01EC01
CID100005333,Sulfonamide,D06BA05
CID100005333,Sulfonamide,J01EB06
CID100005352,Sulindac,M01AB02
CID100005358,Sumatriptan,N02CC01
CID100005359,Suprofen,M01AE07
CID100005372,Tacrolimus,D11AH01
CID100005372,Tacrolimus,L04AD02
CID100005376,Tamoxifen,L02BA01
CID100005379,Gatifloxacin,J01MA16
CID100005379,Gatifloxacin,S01AX21
CID100005381,Tazarotene,D05AX05
CID100005391,Temazepam,N05CD07
CID100005394,Temozolomide,L01AX03
CID100005396,Teniposide,L01CB02
CID100005401,Terazosin,G04CA03
CID100005402,Terbinafine,D01AE15
CID100005402,Terbinafine,D01BA02
CID100005403,Terbutaline,R03AC03
CID100005403,Terbutaline,R03CC03
CID100005404,Terconazole,G01AG02
CID100005407,Testolactone,
CID100005408,Testosterone,G03BA03
CID100005409,Testosterone,
CID100005410,Testosterone,
CID100005411,Tetracaine,C05AD02
CID100005411,Tetracaine,D04AB06
CID100005411,Tetracaine,N01BA03
CID100005411,Tetracaine,S01HA03
CID100005419,Tetrahydrozoline,R01AA06
CID100005419,Tetrahydrozoline,R01AB03
CID100005419,Tetrahydrozoline,S01GA02
CID100005426,Thalidomide,L04AX02
CID100005430,Thiabendazole,D01AC06
CID100005430,Thiabendazole,P02CA02
CID100005452,Thioridazine,N05AC02
CID100005453,Thiotepa,L01AC01
CID100005454,Thiothixene,N05AF04
CID100005466,Tiagabine,N03AG06
CID100005468,Tiaprofenic,M01AE11
CID100005470,Tibolone,G03CX01
CID100005472,Ticlopidine,B01AC05
CID100005478,Timolol,C07AA06
CID100005478,Timolol,S01ED01
CID100005479,Tinidazole,J01XD02
CID100005479,Tinidazole,P01AB02
CID100005483,Tiopronin,R05CB12
CID100005486,Tirofiban,B01AC17
CID100005487,Tizanidine,M03BX02
CID100005496,Tobramycin,J01GB01
CID100005496,Tobramycin,S01AA12
CID100005503,Tolazamide,A10BB05
CID100005505,Tolbutamide,A10BB03
CID100005505,Tolbutamide,V04CA01
CID100005508,Tolmetin,M01AB03
CID100005508,Tolmetin,M02AA21
CID100005512,Tolterodine,G04BD07
CID100005514,Topiramate,N03AX11
CID100005515,Topotecan,L01XX17
CID100005516,Toremifene,L02BA02
CID100005523,Tramadol,N02AX02
CID100005524,Tramazoline,R01AA09
CID100005525,Trandolapril,C09AA10
CID100005526,Tranexamic,B02AA02
CID100005530,Tranylcypromine,N06AF04
CID100005533,Trazodone,A06AC07
CID100005533,Trazodone,N06AX05
CID100005538,Retinoic,D10AD01
CID100005538,Retinoic,D10AD04
CID100005538,Retinoic,D10BA01
CID100005538,Retinoic,D11AX19
CID100005538,Retinoic,L01XX14
CID100005538,Retinoic,L01XX22
CID100005544,Triamcinolone,A01AC01
CID100005544,Triamcinolone,D07AB09
CID100005544,Triamcinolone,D07XB02
CID100005544,Triamcinolone,H02AB08
CID100005544,Triamcinolone,R01AD11
CID100005544,Triamcinolone,R03BA06
CID100005544,Triamcinolone,S01BA05
CID100005546,Triamterene,C03DB02
CID100005556,Triazolam,N05CD05
CID100005564,Triclosan,D08AE04
CID100005564,Triclosan,D09AA06
CID100005565,Trien,
CID100005566,Trifluoperazine,N05AB06
CID100005572,Trihexyphenidyl,N04AA01
CID100005576,Trimethadione,N03AC02
CID100005577,Trimethobenzamide,
CID100005578,Trimethoprim,J01EA01
CID100005582,Trimetrexate,P01AX07
CID100005584,Trimipramine,N06AA06
CID100005591,Troglitazone,A10BG01
CID100005593,Tropicamide,S01FA06
CID100005595,Tropisetron,A04AA03
CID100005596,Trospium,G04BD09
CID100005625,Delavirdine,J05AG02
CID100005636,Unoprostone,S01EE02
CID100005645,Udca,A05AA01
CID100005645,Udca,A05AA02
CID100005647,Vacv,J05AB11
CID100005650,Valsartan,C09CA03
CID100005651,Vancocine,A07AA09
CID100005651,Vancocine,J01XA01
CID100005656,Venlafaxine,N06AX16
CID100005665,Vigabatrin,N03AG04
CID100005672,Vinorelbine,L01CA04
CID100005717,Zafirlukast,R03DC01
CID100005718,Zalcitabine,J05AF03
CID100005719,Zaleplon,N05CF03
CID100005721,Zanamivir,J05AH01
CID100005726,Zidovudine,J05AF01
CID100005726,Zidovudine,S01AD05
CID100005727,Zncl2,B05XA12
CID100005731,Zolmitriptan,N02CC03
CID100005732,Zolpidem,N05CF02
CID100005734,Zonisamide,N03AX15
CID100005735,Zopiclone,N05CF01
CID100005735,Zopiclone,N05CF04
CID100005746,Mitomycin,L01DC03
CID100005771,Oxytocin,H01BB02
CID100005775,Phentolamine,C04AB01
CID100005775,Phentolamine,G04BE05
CID100005877,Demethyl,
CID100005878,Oxandrolone,A14AA08
CID100005939,Biguanide,
CID100005978,Vincristine,L01CA02
CID100006018,Tetrabenazine,N07XX06
CID100006049,Edta,V03AB03
CID100006058,Cysteamine,A16AA04
CID100006116,Calcium,
CID100006238,17-Hydroxyprogesterone,G03DA03
CID100006256,Trifluorothymidine,S01AD02
CID100006432,Optison,
CID100006436,Triamcinolone,
CID100006451,Bromcresol,
CID100006468,Phencyclidine,
CID100006476,Methsuximide,N03AD03
CID100006503,Tris,B05BB03
CID100006503,Tris,B05XX02
CID100006726,Cyclizine,R06AE03
CID100007012,Phenylbutyric,
CID100007029,Diethylpropion,A08AA03
CID100007187,Benzoyl,D10AE01
CID100007638,Monobenzone,D11AX13
CID100007699,Benzonatate,R05DB01
CID100008197,Tetraen,
CID100008230,Argenine,H01BA06
CID100008612,Chloroprocaine,N01BA04
CID100008982,Nafcillin,
CID100009034,Methohexital,N01AF01
CID100009034,Methohexital,N05CA15
CID100009354,Dimercaptosuccinic,
CID100009433,Aminophylline,R03DA05
CID100009904,Nandrolone,A14AB01
CID100009904,Nandrolone,S01XA11
CID100010100,Propoxyphene,N02AC04
CID100010340,Sodium,B05CB04
CID100010340,Sodium,B05XA02
CID100010413,Hydroxybutyrate,N01AX11
CID100010413,Hydroxybutyrate,N07XX04
CID100010547,Echothiophate,S01EB03
CID100010631,Medroxyprogesterone,G03AC06
CID100010631,Medroxyprogesterone,G03DA02
CID100010631,Medroxyprogesterone,L02AB02
CID100010660,Dimenhydrinate,
CID100011125,Lithium,
CID100011973,Brolene,
CID100012453,Zuclopenthixol,N05AF02
CID100012453,Zuclopenthixol,N05AF05
CID100012460,Phendimetrazine,
CID100012536,Desonide,D07AB08
CID100012536,Desonide,S01BA11
CID100012555,Benzydamine,A01AD02
CID100012555,Benzydamine,G02CC03
CID100012555,Benzydamine,M01AX07
CID100012555,Benzydamine,M02AA05
CID100012559,Erythromycin,
CID100012597,Isomannide,
CID100012620,Tadenan,D06BB11
CID100013314,Lormetazepam,N05CD06
CID100013342,Vinblastine,L01CA01
CID100014789,Ferumoxytol,
CID100014888,Arsenic,L01XX27
CID100014917,Fluoride,
CID100015232,Benzathine,J01CE08
CID100015459,Metaxalone,
CID100016124,Methylene,
CID100016230,Amiloride,C03DB01
CID100016362,Pimozide,N05AG02
CID100016533,Betamethasone,
CID100016850,Fluorescein,S01JA01
CID100016886,5-Aza-2'-Deoxycytidine,L01BC08
CID100017358,Sonovue,V08DA05
CID100018140,Estramustine,L01XX11
CID100019090,Megestrol,G03AC05
CID100019090,Megestrol,G03DB02
CID100019090,Megestrol,L02AB01
CID100020585,Choline,R03DA02
CID100020969,Clocortolone,D07AB21
CID100021800,Betamethasone,
CID100021945,Methenamine,
CID100022258,Hydrocodone,R05DA03
CID100022318,Gold,M01CB01
CID100022502,Procaine,J01CE09
CID100023703,Ogen,
CID100023897,Molindone,N05AE02
CID100023925,Fe(Iii,
CID100023926,Lanthanum,
CID100023951,Samarium,
CID100023954,Silver,D08AL30
CID100023954,Silver,S01AX02
CID100023957,Technetium-99M,
CID100023976,Chromium,
CID100023978,Copper,
CID100023982,Gadolinium,
CID100023993,Yttrium,
CID100023994,Zinc,
CID100024087,Selenium,D01AE13
CID100024414,Barium,
CID100024424,Zinc,A12CB01
CID100024450,Potassium,
CID100024642,Tlcl,
CID100024706,Triphasil,
CID100024748,Glucose,
CID100024841,Iodide,
CID100025419,Clodronate,M05BA02
CID100025959,Prussian,V03AB31
CID100027304,Hmdp,
CID100027400,Pizotifen,N02CX01
CID100027661,Isosorbide-5-Mononitrate,C01DA14
CID100027991,Desmopressin,H01BA02
CID100027993,Conjugated,G03CA57
CID100028332,Propoxyphene,
CID100028486,Lithium,N05AN01
CID100029089,Chlorhexidine,
CID100030623,Dexrazoxane,V03AF02
CID100031072,Carbimazole,H03BB01
CID100031264,Paraldehyde,N05CC05
CID100031378,Fludrocortisone,H02AA02
CID100031477,Metipranolol,S01ED04
CID100032169,Articaine,N01BB08
CID100032281,Protirelin,H01AB01
CID100032281,Protirelin,V04CJ01
CID100032281,Protirelin,V04CJ02
CID100032603,Clindamycin,
CID100032797,Clobetasol,D07AD01
CID100032800,Asp-Tyr(So3H)-Met-Gly-Trp-Met-Asp-Phe-Nh2,V04CC03
CID100034312,Oxcarbazepine,N03AF02
CID100036339,Etomidate,N01AX07
CID100036523,Gonadorelin,H01CA01
CID100036523,Gonadorelin,V04CM01
CID100036811,Dobutamine,C01CA07
CID100037392,Halofantrine,P01BX01
CID100037720,Pentosan,C05BA04
CID100038904,Carboplatin,L01XA02
CID100039042,Bezafibrate,C10AB02
CID100039507,Rimexolone,H02AB12
CID100039507,Rimexolone,S01BA13
CID100039524,Stiripentol,N03AX17
CID100039764,Vecuronium,M03AC03
CID100039860,Nabilone,A04AD11
CID100040159,Permethrin,P03AC04
CID100040632,Pirfenidone,
CID100040703,Pinaverium,A03AX04
CID100040973,Desogestrel,G03AC09
CID100040976,Implanon,G03AC08
CID100041317,Acitretin,D05BB02
CID100041684,Nitazoxanide,P01AX11
CID100041693,Sufentanil,N01AH03
CID100041744,Valrubicin,L01DB09
CID100041774,Acarbose,A10BF01
CID100041781,Torasemide,C03CA04
CID100042113,Desflurane,N01AB07
CID100042395,Westcort,
CID100042615,Supremon,L02AE01
CID100042955,Misoprostol,A02BB01
CID100042955,Misoprostol,G02AD06
CID100044563,Lodoxamide,
CID100044564,Lodoxamide,S01GX05
CID100045469,Sodium,
CID100047319,Atracurium,M03AC04
CID100047320,Cisatracurium,M03AC11
CID100047419,Cefuroxime,
CID100047471,Butoconazole,G01AF15
CID100047528,Nicorandil,C01DX16
CID100047640,Naftifine,D01AE22
CID100047725,Goserelin,L02AE03
CID100050294,Nedocromil,R01AC07
CID100050294,Nedocromil,R03BC03
CID100050294,Nedocromil,S01GX04
CID100050614,Cefotetan,J01DC05
CID100051263,Alfentanil,N01AH02
CID100051577,Miglitol,A10BF02
CID100051634,Miglustat,A16AX06
CID100052421,Prednicarbate,D07AC18
CID100054158,Mebrofenin,
CID100054313,Iloprost,B01AC11
CID100054331,Fosfomycin,
CID100054373,Octreotide,H01CB02
CID100054454,Simvastatin,C10AA01
CID100054547,Cefpodoxime,J01DD13
CID100054688,Clarithromycin,J01FA09
CID100054786,Treprostinil,B01AC21
CID100054808,Loteprednol,S01BA14
CID100054840,Atomoxetine,N06BA09
CID100054949,Nsc,
CID100055331,Moexiprilat,
CID100055466,Gd-Dtpa,V08CA01
CID100055480,Milnacipran,N06AX17
CID100056338,Fosphenytoin,N03AB05
CID100056959,Ranolazine,C01EB18
CID100057166,Photofrin,
CID100057469,Imiquimod,D06BB10
CID100057537,Rotigotine,N04BC09
CID100057697,Pemirolast,
CID100059708,Levetiracetam,N03AX14
CID100059768,Esmolol,C07AB09
CID100060146,Tamsulosin,G04CA02
CID100060164,Adapalene,D10AD03
CID100060172,Adefovir,
CID100060183,Perindopril,
CID100060184,Perindopril,C09AA04
CID100060198,Exemestane,L02BG06
CID100060490,Zileuton,
CID100060496,Amlodipine,
CID100060612,Dexmedetomidine,N05CM18
CID100060613,Cidofovir,J05AB12
CID100060668,Etoposide,
CID100060695,Rocuronium,M03AC09
CID100060706,Meropenem,J01DH02
CID100060714,Gadoteridol,V08CA04
CID100060726,Bromfenac,S01BC11
CID100060751,Mthpc,L01XD05
CID100060752,Ibutilide,C01BD05
CID100060754,Gadodiamide,V08CA03
CID100060787,Saquinavir,J05AE01
CID100060795,Aripiprazole,N05AX12
CID100060814,Remifentanil,N01AH06
CID100060830,Tiotropium,R03BB04
CID100060834,Duloxetine,N06AX21
CID100060843,Pemetrexed,L01BA04
CID100060852,Ibandronate,M05BA06
CID100060853,Ziprasidone,N05AE04
CID100060860,Metaiodobenzylguanidine,
CID100060864,Olopatadine,R01AC08
CID100060864,Olopatadine,S01GX09
CID100060867,Levosimendan,C01CX08
CID100060871,Adefovir,J05AF08
CID100060877,Emtricitabine,J05AF09
CID100060878,Eprosartan,C09CA02
CID100060936,Tiludronate,M05BA05
CID100060953,Capecitabine,L01BC06
CID100061475,Sodium,
CID100061799,Monomethylfumarate,
CID100062305,Doxycycline,
CID100062358,Ammonium,
CID100062816,Colestipol,C10AC02
CID100062819,Metrodin,G03GA04
CID100062924,Fluticasone,D07AC17
CID100062924,Fluticasone,R01AD08
CID100062924,Fluticasone,R03BA05
CID100062956,Fosinoprilat,
CID100062959,Trovafloxacin,J01MA13
CID100062965,Beclomethasone,
CID100063001,Benazeprilat,
CID100064147,Valganciclovir,J05AB14
CID100064778,Meropenem,
CID100064929,Fenofibric,
CID100064987,Tenofovir,
CID100065014,Amd3100,L03AX16
CID100065157,Testosterone,
CID100065281,Cas,D06AX05
CID100065281,Cas,J01XX10
CID100065281,Cas,R02AB04
CID100065370,Glat,
CID100065628,Bendamustine,L01AA09
CID100065840,Colestimide,
CID100065856,Reboxetine,N06AX18
CID100065863,Sertaconazole,D01AC14
CID100065866,Lercanidipine,C08CA13
CID100065999,Telmisartan,C09CA07
CID100068613,Atosiban,G02CX01
CID100068740,Zoledronic,M05BA08
CID100068844,Brinzolamide,S01EC04
CID100069512,Malvidin,
CID100071158,Acamprosate,N07BB03
CID100071273,Ropivacaine,N01BB09
CID100071301,Nebivolol,C07AB12
CID100071316,Mivacurium,M03AC10
CID100071329,Dofetilide,C01BD04
CID100071348,Lanreotide,H01CB03
CID100071360,Iloperidone,
CID100071362,Hoe,C01EB19
CID100071406,Tpgs,A11HA08
CID100071436,Lutalyse,
CID100071469,Erythromycin,
CID100071616,Voriconazole,J02AC03
CID100072022,Perindoprilat,
CID100072054,Darifenacin,G04BD10
CID100072081,Terlipressin,H01BA04
CID100072111,Rifaximin,A07AA11
CID100072111,Rifaximin,D06AX11
CID100072466,Bleomycin,L01DC01
CID100072938,Gemifloxacin,J01MA15
CID100073303,Doripenem,J01DH04
CID100073658,Telithromycin,J01FA15
CID100074989,Atovaquone,P01AX06
CID100077992,Frovatriptan,N02CC07
CID100077993,Eletriptan,N02CC06
CID100077996,Paricalcitol,H05BX02
CID100077997,Mk-462,
CID100077998,Rosiglitazone,A10BG02
CID100078032,Vallergan,
CID100082146,Bexarotene,L01XX25
CID100082148,Agomelatine,N06AX22
CID100083030,Ge-132,L04AA02
CID100083513,Barium,
CID100083606,Strontium,
CID100084003,Ketorolac,
CID100091488,Fluocinolone,
CID100093860,Bortezomib,L01XX32
CID100096312,Nelarabine,L01BB07
CID100102258,Rasburicase,M04AX01
CID100102258,Rasburicase,V03AF07
CID100102399,Dextran,B05AA05
CID100104741,Ici,L02BA03
CID100104758,Raltitrexed,L01BA03
CID100104778,Levodopa/Carbidopa,
CID100104799,Fotemustine,L01AD05
CID100104849,Rimonabant,A08AX01
CID100104865,Bosentan,C02KX01
CID100105145,68Ga,
CID100107694,Diane-35,
CID100107969,Fty720,
CID100107994,Quinaprilat,
CID100110634,Vardenafil,G04BE09
CID100110635,Tadalafil,G04BE08
CID100114709,Eslicarbazepine,N03AF04
CID100115237,Paliperidone,N05AX13
CID100115355,Ntbc,A16AX04
CID100119182,Clofarabine,L01BB06
CID100119212,Benzylpenicilloyl,
CID100119607,Valdecoxib,M01AH03
CID100119828,Parecoxib,M01AH04
CID100119830,Tenofovir,J05AF07
CID100121396,N-Carbamylglutamate,A16AA05
CID100121749,Ustekinumab,L04AC05
CID100121892,Retigabine,
CID100122197,Fp-Cit,V09AB03
CID100122316,Rasagiline,N04BD02
CID100123015,Su5416,B02BX04
CID100123597,Travoprost,S01EE04
CID100123606,Almotriptan,N02CC05
CID100123610,Eptifibatide,B01AC16
CID100123611,Fondaparinux,B01AX05
CID100123619,Etoricoxib,M01AH05
CID100123620,Mometasone,D07AC13
CID100123620,Mometasone,D07XC03
CID100123620,Mometasone,R01AD09
CID100123620,Mometasone,R03BA07
CID100123623,Cancidas,J02AX04
CID100123631,Gefitinib,L01XE02
CID100123634,Trisequens,
CID100123809,Madopar,
CID100124087,Desloratadine,R06AX27
CID100125017,Desvenlafaxine,N06AX23
CID100125889,Pregabalin,N03AX16
CID100127909,Bimatoprost,S01EE03
CID100128549,Trandolaprilat,
CID100129228,Rufinamide,N03AF03
CID100129806,Rosuvastatin,C10AA07
CID100130564,Esomeprazole,
CID100130881,Olmesartan,C09CA08
CID100131535,Fosamprenavir,J05AE07
CID100132804,Pitavastatin,C10AA08
CID100132971,Abiraterone,
CID100132999,Ivabradine,C01EB17
CID100134018,Febuxostat,M04AA03
CID100134019,Pixantrone,
CID100134780,Pomalidomide,
